0,1,2,3,4,5,6
S. No.,Project Name,InstalledCapacity(MW),Type,Location(District),State,CommissionedDate
156,M/s Renew Solar Power PrivateLimited,48.00,Solar,Adilabad,Telangana,21-Feb-2017
157,Acme Fazilka Power Private Limited,15.00,Solar,Karimnagar,Telangana,23-Feb-2017
158,M/s Tata Power Renewable Energy Ltd,15.00,Solar,Adilabad,Telangana,27-Feb-2017
159,Acme Fazilka Power Private Limited,15.00,Solar,Karimnagar,Telangana,2-Mar-2017
160,Acme Fazilka Power Private Limited,15.00,Solar,Karimnagar,Telangana,2-Mar-2017
161,Acme Fazilka Power Private Limited,15.00,Solar,Nizamabad,Telangana,23-Mar-2017
162,M/s. DRES Energy Pvt. Limited.,8.00,Solar,Medak,Telangana,24-Mar-2017
163,Acme Fazilka Power Private Limited,15.00,Solar,Nizamabad,Telangana,25-Mar-2017
164,Acme Fazilka Power Private Limited,15.00,Solar,Karimnagar,Telangana,25-Mar-2017
165,M/s Enrich Energy Pvt Ltd,7.00,Solar,Ranga Reddy,Telangana,31-Mar-2017
166,M/s Paramount Minerals & ChemicalsLimited,2.00,Solar,Ranga Reddy,Telangana,31-Mar-2017
167,M/s. Repal Green Power Pvt.Ltd.,9.68,Solar,Medak,Telangana,31-Mar-2017
