0,1,2,3,4,5,6
S.No.,Developer Name,Installed  Capacity(MW),Type,Location (District),State,Date ofCommissioning
180,Pooja Energy,0.25,Solar,Surendranagar,Gujarat,8-Jun-2018
181,Gujarat Alkalies and ChemicalsLtd.,5.63,Solar,Charanka,Gujarat,15-Jun-2018
182,Gujarat Alkalies and ChemicalsLtd.,5.45,Solar,Charanka,Gujarat,13-Jul-2018
183,KPI Global Infrastructure Ltd.,1.35,Solar,Bharuch,Gujarat,31-Jul-2018
184,Uttam Solar Power,0.40,Solar,Surendranagar,Gujarat,19-Aug-2018
185,Madhu Silica Pvt. Ltd.,4.50,Solar,Bhavnagar,Gujarat,25-Sep-2018
186,Azure Power Thirty Three Pvt.Ltd.,38.01,Solar,Aravalli,Gujarat,18-Oct-2018
187,Microtech Rollers Pvt. Ltd.,0.85,Solar,Rajkot,Gujarat,26-Oct-2018
188,Heema Processors,0.46,Solar,Bharuch,Gujarat,27-Oct-2018
189,Azure Power Thirty Three Pvt.Ltd.,19.32,Solar,Kheda,Gujarat,1-Nov-2018
190,Azure Power Thirty Three Pvt.Ltd.,18.84,Solar,Sabarkantha,Gujarat,2-Nov-2018
191,Azure Power Thirty Three Pvt.Ltd.,44.37,Solar,Bharuch,Gujarat,2-Nov-2018
192,KPI Global Infrastructure Ltd.,3.20,Solar,Bharuch,Gujarat,29-Nov-2018
193,Aditya Birla Renewables SPV1Ltd.,5.00,Solar,Kutch,Gujarat,3-Dec-2018
194,Azure Power Thirty Three Pvt.Ltd.,31.45,Solar,Kheda,Gujarat,11-Dec-2018
195,Gujarat State ElectricityCorporation Ltd.(GSECL),76.04,Solar,Anand,Gujarat,4-Jan-2019
196,GRT Jewellers (India) Pvt. Ltd.,39.01,Solar,Surendranagar,Gujarat,5-Jan-2019
197,Herald Infratech,1.00,Solar,Amreli,Gujarat,11-Jan-2019
