0,1,2,3,4,5,6
List of commissioned Grid Connected Small Hydro Power Projects in Telangana,,,,,,
S. No.,Project Name,InstalledCapacity(MW),Type,Location (District),State,CommissionedDate
1,NATL Power Ltd.,4.01,Small Hydro,Nalgonda,Telangana,2-Jun-2000
2,Srinivasa Power Ltd.,0.55,Small Hydro,Nalgonda,Telangana,15-Apr-2001
3,Kallam Brothers Cotton Pvt. Ltd.(Previously Janapadu Hydro),1.00,Small Hydro,Nalgonda,Telangana,19-Sep-2001
4,Saraswati Power & Ind. Pvt. Ltd.,3.00,Small Hydro,Karimnagar,Telangana,2-Oct-2001
5,Kallam Spinning Mills Ltd.,4.00,Small Hydro,Khammam,Telangana,29-Jan-2002
6,SLS Power Corp. Ltd. (Minihydel)132KV Bhadrachalam,24.00,Small Hydro,Khammam,Telangana,12-Jul-2013
7,Bravo energies limited,1.20,Small Hydro,Nalgonda,Telangana,3-Sep-2013
8,Sneha Renewable Energies Ltd.,1.65,Small Hydro,Nalgonda,Telangana,11-Nov-2013
9,"Gayatri Hydro Power Pvt., Ltd",2.20,Small Hydro,Nalgonda,Telangana,18-Sep-2014
Total,,41.61,,,,
