0,1,2,3,4,5,6
S.No.,Developer Name,Installed  Capacity(MW),Type,Location (District),State,Date ofCommissioning
54,Emami Cement Ltd.,10.06,Solar,Charanka,Gujarat,4-Mar-2012
55,GMR Gujarat Solar Power Pvt.Ltd.,25.00,Solar,Charanka,Gujarat,4-Mar-2012
56,NKG Infrastructure Ltd.,10.00,Solar,Charanka,Gujarat,4-Mar-2012
57,Palace Solar Energy Pvt. Ltd.,15.00,Solar,Charanka,Gujarat,4-Mar-2012
58,Roha Dyechem Pvt. Ltd.,25.04,Solar,Charanka,Gujarat,4-Mar-2012
59,SEI Solar Power Gujarat Pvt.Ltd.,25.01,Solar,Charanka,Gujarat,4-Mar-2012
60,Solarfield Energy PrivateLimited,20.06,Solar,Charanka,Gujarat,4-Mar-2012
61,Sun Clean Renewable PowerPvt. Ltd.,6.00,Solar,Charanka,Gujarat,4-Mar-2012
62,Surana Telecom & Power Ltd.,5.00,Solar,Charanka,Gujarat,4-Mar-2012
63,ZF Steering Gear(India) Pvt. Ltd.,5.00,Solar,Charanka,Gujarat,4-Mar-2012
64,Integrated Coal Mining Ltd.,9.00,Solar,Kutch,Gujarat,9-Mar-2012
65,ACME Solar Technologies(Gujarat) Pvt. Ltd.,15.00,Solar,Anand,Gujarat,13-Mar-2012
66,Lanco Infratech Ltd,15.01,Solar,Charanka,Gujarat,19-Mar-2012
67,Gujarat State ElectricityCorporation Ltd.-Canal,0.37,Solar,Ahmedabad,Gujarat,28-Mar-2012
68,Gujarat Mineral DevelopmentCompany Ltd.,5.00,Solar,Kutch,Gujarat,29-Mar-2012
69,Gujarat State ElectricityCorporation Ltd.-TPS,0.20,Solar,Gandhinagar,Gujarat,29-Mar-2012
70,AES Solar Energy Gujarat Pvt.Ltd.,6.00,Solar,Charanka,Gujarat,31-Mar-2012
71,Sandland Real Estate Pvt. Ltd.,25.00,Solar,Banaskantha,Gujarat,1-Apr-2012
