0,1,2,3,4,5,6
S. No.,Project Name,InstalledCapacity(MW),Type,Location(District),State,CommissionedDate
204,M/s Surajkiran Renewable ResourcesPvt Ltd (SPV of M/s Sky Power,50.00,Solar,Nalgonda,Telangana,11-Oct-2017
205,M/s Mahindra Susten Private Limited,42.00,Solar,Warangal,Telangana,23-Oct-2017
206,M/s Mytrah Engery (I) Ltd,15.00,Solar,Medak,Telangana,23-Oct-2017
207,M/s Sun Edison(Jailesh),45.00,Solar,Warangal,Telangana,26-Oct-2017
208,M/s Surajkiran Solar Technologies PvtLtd (SPV of M/s Sky Power Southeast,50.00,Solar,Medak,Telangana,26-Oct-2017
209,M/s Thukkapur Solar Pvt Ltd (SPV ofM/s Solar Pack Corporation,15.00,Solar,Medak,Telangana,27-Oct-2017
210,"M/s Vishwarupa Solar Power Ltd.,",10.00,Solar,Warangal,Telangana,28-Oct-2017
211,M/s Ghanpur Solar Pvt Ltd (SPV of M/sSolar Pack Corporation Technologies,15.00,Solar,Mahabubnagar,Telangana,29-Oct-2017
212,Bharat Electronics Limited,16.00,Solar,Medak,Telangana,30-Oct-2017
213,"M/s Renew Solar Power Pvt. Ltd.,",100.00,Solar,Mahabubnagar,Telangana,1-Nov-2017
214,"M/s Grinibhrit Solar Power Ltd.,",10.00,Solar,Adilabad,Telangana,3-Nov-2017
215,"M/s Achintya Solar Power Ltd.,",10.00,Solar,Adilabad,Telangana,3-Nov-2017
