0,1,2,3,4,5,6
S.No,Name of the Project,InstalledCapacity(MW),Type,Location(District),State,Date ofCommission
275,JKPetroenergy pvt Ltd SPV ofJKPetroeenergy,10.00,solar,Koppal,Karnataka,30-Jan-2018
276,"ACME Rewari Solar Power Pvt. Ltd.,",50.00,Solar,Tumkur,Karnataka,31-Jan-2018
277,"ACME Kurukshetra Energy Pvt. Ltd.,",50.00,Solar,Tumkur,Karnataka,31-Jan-2018
278,Golden Hatcheries,20.00,Solar,Tumkur,Karnataka,3-Feb-2018
279,Ashok Bhima Dhotre,1.00,Solar,Vijaypura,Karnataka,4-Feb-2018
280,"AMP Solar Solutions Pvt. Ltd., (SiementsGamesa Renewable Power Pvt. Ltd.,)",30.00,Solar,Chamarajanagara,Karnataka,6-Feb-2018
281,Essel Green Energy Pvt Ltd (KN BijapuraSolar Energy Pvt Ltd),20.00,Solar,Vijaypura,Karnataka,7-Feb-2018
282,"Reitz India Pvt Ltd (Asian Fab Tech Ltd.,)",15.00,Solar,Tumkur,Karnataka,8-Feb-2018
283,Mytrah Energy Ltd,15.00,Solar,Vijaypura,Karnataka,8-Feb-2018
284,Matrix Green Energy Private Limited,6.50,Solar,Raichur,Karnataka,9-Feb-2018
285,OPG Power Generation Pvt Ltd (AavantiRenewable energy pvt ltd),20.00,Solar,Chitradurga,Karnataka,9-Feb-2018
