0,1,2,3,4,5,6
S.NO,NAME OF PLANT,INSTALLEDCAPACITY(MW),TYPE,LOCATION,STATE,DATE OFCOMMISSIONING
53,"Magnet Buldtech Pvt Ltd., Todarpur & Maghania,Teh.Budhlada, Mansa",25.00,Solar,Mansa,Punjab,6-Feb-2017
54,"Mytrah Aadhya Power Ltd., Bareta,  Teh.Budhlada, Distt Mansa",25.00,Solar,Mansa,Punjab,30-Mar-2017
55,Oasis Contractors & Consultant Pvt.Ltd.Bahadurpur/Mansa,3.00,Solar,Mansa,Punjab,8-Apr-2016
56,"Omega InfraEnergies Pvt. Ltd., Rurki, Distt.Fatehgarh Sahib",1.00,Solar,fatehgarh sahib,Punjab,24-Jan-2017
57,"Prayatna Developers Pvt. Ltd., Chugekalan , Tehsl& distt. Bathinda P-2",50.00,Solar,Bhatinda,Punjab,17-Sep-2016
58,"Prayatna Developers Pvt. Ltd., Vill. Sardahgarh,Bathinda P-1",50.00,Solar,Bhatinda,Punjab,22-Aug-2016
59,"Radiant Solar Energies Pvt. Ltd. Vill- Pathrala,Dist. Bathinda",3.00,Solar,Bathinda,Punjab,18-May-2016
60,"Sam Solar  (Sidhwan Branch Canal Doraha,Manpur Headworks) Ludhiana Byepass",2.50,Solar,byepass,Punjab,27-Mar-2017
61,"Sam Solar (Ghaghar Branch Canal, Nidampur)Distt Sangrur",2.50,Solar,sangrur,Punjab,16-Mar-2017
62,"Solaire Urja Pvt. Ltd., Daulatpura, Distt. Fazilka",25.00,Solar,Fazilka,Punjab,9-Apr-2016
63,"Mytrah Aadhya Power Ltd., Bakhora Kalan, Teh.Lehra, Distt. Sangrur",25.00,Solar,Sangrur,Punjab,28-Apr-2017
64,"Mytrah Aadhya Power Ltd., Bareta,  Teh.Budhlada, Distt Mansa",25.00,Solar,Mansa,Punjab,30-Mar-2017
65,"Photon Sunbeam Pvt. Ltd, Teona Pujaria, Teh.Talwandi Sabo, Distt. Bhatinda",25.00,Solar,Bhatinda,Punjab,8-May-2017
66,"Photon Sunbeam Pvt. Ltd, Teona Pujaria, Teh.Talwandi Sabo, Distt. Bhatinda",25.00,Solar,Bhatinda,Punjab,10-Jun-2017
67,Vijay Printing Press Pvt. Ltd.,7.50,Solar,Ltd.,Punjab,29-Mar-2018
68,"Canal Solar Energy Pvt. Ltd.,",7.50,Solar,"Ltd.,",Punjab,10-May-2018
,Total,848.00,,,,
