0,1,2,3,4,5,6
S. No.,Project Name,InstalledCapacity(MW),Type,Location(District),State,CommissionedDate
192,M/s Solar Pack CorporationTechnologies S.L.,10.00,Solar,Mahabubnagar,Telangana,30-Aug-2017
193,"M/s ACME Mahbubnagar SolarEnergy Pvt Ltd.,",10.00,Solar,Nizamabad,Telangana,1-Sep-2017
194,"M/s ACME YamunanagarSolar Power Pvt Ltd.,",10.00,Solar,Mahabubnagar,Telangana,1-Sep-2017
195,"M/s. ACME Yamunanagar Solar PowerPvt Ltd.,",10.00,Solar,Nalgonda,Telangana,1-Sep-2017
196,"M/s ACME Mahbubnagar Solar EnergyPvt Ltd.,",10.00,Solar,Karimnagar,Telangana,1-Sep-2017
197,"M/s ACME Mahbubnagar Solar EnergyPvt Ltd.,",10.00,Solar,Karimnagar,Telangana,2-Sep-2017
198,M/s Dinkar Technologies Pvt Ltd (SPVof M/s Sky Power Southeast Asia I,24.94,Solar,Medak,Telangana,7-Sep-2017
199,Acme Fazilka Power Private Limited,50.00,Solar,Adilabad,Telangana,9-Sep-2017
200,"M/s Parampujya Solar Energy Pvt.Ltd.,-I",50.00,Solar,Nalgonda,Telangana,19-Sep-2017
201,Bharat Dynamics Limited,5.00,Solar,Medak,Telangana,20-Sep-2017
202,M/s Prathamesh Solar Farms Pvt Ltd(SPV of M/s Suzlon Energy Limited),50.00,Solar,Mahabubnagar,Telangana,20-Sep-2017
203,M/s Mytrah Engery (I) Ltd,15.00,Solar,Nalgonda,Telangana,25-Sep-2017
