0,1,2,3,4,5,6
S. No.,Project Name,InstalledCapacity(MW),Type,Location(District),State,CommissionedDate
24,Essel Mining and Industries Ltd,5.00,Solar,Mahbubnagar,Telangana,7-Jul-2014
25,Essel Mining and Industries Ltd,10.00,Solar,Medak,Telangana,28-Jul-2014
26,M/s Essel Mining & Industries Ltd,10.00,Solar,Warangal,Telangana,26-Sep-2014
27,M/s Surana Solar Systems Pvt Ltd,5.00,Solar,Medak,Telangana,8-Oct-2014
28,"M/s VARP Power Pvt Ltd., MBNR",1.00,Solar,Mahabubnagar,Telangana,15-Oct-2014
29,"M/s MLR Industries Pvt Ltd, Nalgonda.",2.00,Solar,Nalgonda,Telangana,16-Oct-2014
30,SSJ Power Projects & InfrastructuresPvt Ltd,5.00,Solar,Ranga Reddy,Telangana,1-Nov-2014
31,M/s Srinivasa Green Energies PrivateLimited,2.00,Solar,Medak,Telangana,2-Nov-2014
32,"M/s Tropical Flavours (P) Ltd., MBNR",1.20,Solar,Mahabubnagar,Telangana,26-Dec-2014
33,"M/s Solnova Power Private Ltd, NLG.",4.99,Solar,Nalgonda,Telangana,24-Feb-2015
34,M/s Advik Hi Tech Ovt Ltd,3.00,Solar,Medak,Telangana,10-Mar-2015
35,"M/s Natems Power Limited, MDK,synch 5 MW, addl.3MW",5.00,Solar,Medak,Telangana,23-Mar-2015
